element_id,text,page_number,filename,chunk_id,method,hypothetical_questions,keywords
8c98a8ebb9b2bc10004c0ffa3fe0f71b,"point represents a fecal sample, and color indicates the different Enterococcus spp.; the red dotted line indicates the threshold for domination set at a relative abundance ≥0.3. (C) Overall survival (left) and cumulative incidence of GVHD- related mortality (right) in the T cell replete graft recipients in the MSKCC patient cohort (see table S3), stratified into nondominated and Enterococcus- dominated groups (domination is defined as the relative genus abundance ≥0.3 in at least one sample between day 0 and +21). n, number of individuals. (D) Overall survival (left) and cumulative incidence of GVHD-related mortality (right) in Enterococcus-dominated (at genus level) versus nondominated allo-HCT patients in the combined multicenter-validation cohort (table S3). Clinical outcomes in (C) and (D) were analyzed using the R packages survival and cmprsk. Wald values of P <0.05 signify higher risks (HR, hazard ratios) of mortality among patients with Enterococcus domination as compared with

--- Extracted Metadata ---
Keywords: Enterococcus, GVHD, allo-HCT, survival analysis, cumulative incidence, hazard ratio
Methods: survival analysis, cumulative incidence analysis
Hypothetical Questions: What is the impact of Enterococcus domination on survival and GVHD-related mortality?, How does the relative abundance of Enterococcus spp. affect clinical outcomes in allo-HCT patients?",2,gvhd_paper,22,"survival analysis, cumulative incidence analysis","What is the impact of Enterococcus domination on survival and GVHD-related mortality?, How does the relative abundance of Enterococcus spp. affect clinical outcomes in allo-HCT patients?","Enterococcus, GVHD, allo-HCT, survival analysis, cumulative incidence, hazard ratio"
4375131fe66e71173b66b5a13fc0a07e,"ween day 0 and +21). n, number of individuals. (D) Overall survival (left) and cumulative incidence of GVHD-related mortality (right) in Enterococcus-dominated (at genus level) versus nondominated allo-HCT patients in the combined multicenter-validation cohort (table S3). Clinical outcomes in (C) and (D) were analyzed using the R packages survival and cmprsk. Wald values of P <0.05 signify higher risks (HR, hazard ratios) of mortality among patients with Enterococcus domination as compared with those without domination.

--- Extracted Metadata ---
Keywords: Enterococcus, GVHD, allo-HCT, survival analysis, hazard ratios
Methods: survival analysis, cumulative incidence analysis
Hypothetical Questions: What are the clinical outcomes for patients with Enterococcus-dominated vs nondominated allo-HCT?, How does Enterococcus domination impact mortality risks in allo-HCT patients?",2,gvhd_paper,23,"survival analysis, cumulative incidence analysis","What are the clinical outcomes for patients with Enterococcus-dominated vs nondominated allo-HCT?, How does Enterococcus domination impact mortality risks in allo-HCT patients?","Enterococcus, GVHD, allo-HCT, survival analysis, hazard ratios"
c4836adfd919e9b54ab3e80e8b9ef7f1,"Stein-Thoeringer et al., Science 366, 1143–1149 (2019)

29 November 2019

2 of 7

D o w n o a d e d

l

f r o m h t t p : / / s c e n c e . s c e n c e m a g . o r g / o n N o v e m b e r

i

i

2 8 ,

2 0 1 9

--- Extracted Metadata ---
Keywords: Stein-Thoeringer, Science, 1143–1149, 2019",2,gvhd_paper,24,,,"Stein-Thoeringer, Science, 1143–1149, 2019"
a304c58f5b66c5ebcbc4bb2790b3fc0a,RES EARCH | R E P O R T,3,gvhd_paper,25,,,
a7301af709a07cc0552a07c015d946f8,"Fig. 2. Enterococcus dominates mouse gut microbiota after HCT and can exacerbate GVHD. (A) (Left) High-density sampling and 16S rRNA gene sequencing of fecal microbiota from 129S1/Sv mice (1 box = 1 mouse) receiving bone marrow (BM; upper row) or T cell–replete bone marrow [BM+T (2 × 106 T cells); lower row]. (Right) BM+T transplanted mice develop lethal GVHD as shown by survival analysis. rel., relative. (B) (Left) Relative abundance of the genus Enterococcus in BALB/c host mice transplanted with C57BL/6 BM or BM+T (1 × 106 T cells) at different time points relative to HCT. (Middle) Colony-forming units (CFUs) of enterococci in fecal samples and in mesenteric lymph nodes (mLN). Scatter plot data show means ± SEM. (Right) Survival of BALB/c recipient mice after HCT [BM versus BM+T (1 × 106 T cells)]. (C) (Left) Schematic showing HCT of LP/J BM versus BM+T (4 × 106 T cells) into C57BL/6 mice after chemotherapy conditioning. (Middle) Relative abundance of the genus Enterococcus in the

--- Extracted Metadata ---
Keywords: Enterococcus, gut microbiota, GVHD, bone marrow transplantation, 16S rRNA sequencing
Methods: 16S rRNA gene sequencing, bone marrow transplantation (HCT)
Hypothetical Questions: How does Enterococcus abundance relate to GVHD severity?, What is the impact of T cell presence on gut microbiota after HCT?, How does Enterococcus impact mouse survival post-transplantation?",3,gvhd_paper,26,"16S rRNA gene sequencing, bone marrow transplantation (HCT)","How does Enterococcus abundance relate to GVHD severity?, What is the impact of T cell presence on gut microbiota after HCT?, How does Enterococcus impact mouse survival post-transplantation?","Enterococcus, gut microbiota, GVHD, bone marrow transplantation, 16S rRNA sequencing"
c359c07fd923784ad43b0514681142bb,"with C57BL/6 BM or BM+T (1 × 106 T cells) at different time points relative to HCT. (Middle) Colony-forming units (CFUs) of enterococci in fecal samples and in mesenteric lymph nodes (mLN). Scatter plot data show means ± SEM. (Right) Survival of BALB/c recipient mice after HCT [BM versus BM+T (1 × 106 T cells)]. (C) (Left) Schematic showing HCT of LP/J BM versus BM+T (4 × 106 T cells) into C57BL/6 mice after chemotherapy conditioning. (Middle) Relative abundance of the genus Enterococcus in the feces of

--- Extracted Metadata ---
Keywords: C57BL/6, BM, T cells, HCT, Colony-forming units, enterococci, BALB/c, LP/J, chemotherapy, feces, Enterococcus, mesenteric lymph nodes
Methods: HCT, Colony-forming units (CFUs)
Hypothetical Questions: What is the impact of different T cell doses on CFUs of enterococci in fecal samples?, How does the survival rate of recipient mice differ between BM and BM+T after HCT?",3,gvhd_paper,27,"HCT, Colony-forming units (CFUs)","What is the impact of different T cell doses on CFUs of enterococci in fecal samples?, How does the survival rate of recipient mice differ between BM and BM+T after HCT?","C57BL/6, BM, T cells, HCT, Colony-forming units, enterococci, BALB/c, LP/J, chemotherapy, feces, Enterococcus, mesenteric lymph nodes"
880af5dcc38ed10684a25d17e1a4c8ad,"Stein-Thoeringer et al., Science 366, 1143–1149 (2019)

29 November 2019

--- Extracted Metadata ---
Keywords: Stein-Thoeringer, Science, 2019",3,gvhd_paper,28,,,"Stein-Thoeringer, Science, 2019"
894dfdf719e9d9c28e4b0209dbdfa0b8,"transplanted mice at different time points relative to HCT. (Right) Comparison of overall survival between BM and BM+T mice. bu/cy-cond., busulfan/ cyclophosphamide conditioning. (D) (Left) Schematic showing colonization of germ-free C57BL/6 mice with a 6-strain minimal microbiota with (+EF) or without (-EF) E. faecalis OG1RF (2 × 107 CFUs per mouse); after 14 days, colonized mice received chemotherapy conditioning with busulfan and cyclophosphamide and, subsequently, an HCT of LP/J BM versus BM+T (4 × 106 T cells). (Middle) Comparison of overall survival. (Right) Relative abundances of E. faecalis spiked to the minimal microbiota in the EF+ group with samples collected at the day of HCT (day 0) and 7 days later (n = 4 to 11 mice per group; P = 0.09, paired testing of relative abundances of enterococci of day 0 versus BM+T day +7). Scatter plot data are presented as means ± SEM **P < 0.01, ***P < 0.001 (independent t test for BM versus BM+T); survival data were statistically analyzed

--- Extracted Metadata ---
Keywords: hematopoietic transplantation, conditional chemotherapy, germ-free mice, E. faecalis, bacterial colonization, overall survival, relative abundance, C57BL/6 mice, LP/J BM, T cells
Methods: hematopoietic cell transplantation (HCT), chemotherapy conditioning, bacterial colonization
Hypothetical Questions: What is the impact of E. faecalis on overall survival in transplanted mice?, How does busulfan and cyclophosphamide conditioning affect the outcomes of HCT?, What are the differences in survival rates between BM and BM+T mice?",3,gvhd_paper,29,"hematopoietic cell transplantation (HCT), chemotherapy conditioning, bacterial colonization","What is the impact of E. faecalis on overall survival in transplanted mice?, How does busulfan and cyclophosphamide conditioning affect the outcomes of HCT?, What are the differences in survival rates between BM and BM+T mice?","hematopoietic transplantation, conditional chemotherapy, germ-free mice, E. faecalis, bacterial colonization, overall survival, relative abundance, C57BL/6 mice, LP/J BM, T cells"
1017051381f70071c76aa163f41a2073,"M+T (4 × 106 T cells). (Middle) Comparison of overall survival. (Right) Relative abundances of E. faecalis spiked to the minimal microbiota in the EF+ group with samples collected at the day of HCT (day 0) and 7 days later (n = 4 to 11 mice per group; P = 0.09, paired testing of relative abundances of enterococci of day 0 versus BM+T day +7). Scatter plot data are presented as means ± SEM **P < 0.01, ***P < 0.001 (independent t test for BM versus BM+T); survival data were statistically analyzed using Mantel-Cox log-rank test.

--- Extracted Metadata ---
Keywords: E. faecalis, microbiota, HCT, survival, enterococci
Methods: survival analysis, Mantel-Cox log-rank test, t test
Hypothetical Questions: What are the effects of E. faecalis on overall survival in HCT models?, How do relative abundances of E. faecalis change over time post-HCT?, What is the statistical significance of the difference in survival between BM and BM+T groups?",3,gvhd_paper,30,"survival analysis, Mantel-Cox log-rank test, t test","What are the effects of E. faecalis on overall survival in HCT models?, How do relative abundances of E. faecalis change over time post-HCT?, What is the statistical significance of the difference in survival between BM and BM+T groups?","E. faecalis, microbiota, HCT, survival, enterococci"
b4e28e1309d85950e49a6c0ca25bb168,"3 of 7

D o w n o a d e d

l

f r o m h t t p : / / s c e n c e . s c e n c e m a g . o r g / o n N o v e m b e r

i

i

2 8 ,

2 0 1 9",3,gvhd_paper,31,,,
0c795bf9b411d51ddf31ffd199d83418,"RES EARCH | R E P O R T

A

B

C

D

E

F

G

D o w n o a d e d

l

f r o m h t t p : / / s c e n c e . s c e n c e m a g . o r g / o n N o v e m b e r

i

i

2 8 ,

2 0 1 9",4,gvhd_paper,32,,,
b5b15cde3609ab5e167d1b7bdb6d40aa,"Fig. 3. Metagenomic and metabolomic analyses of Enterococcus-dominated fecal specimens in human HCT patients and mice. (A) (Left) Differential abundances of shotgun-sequenced and HUMAnN2-annotated bacterial metabolic pathways between paired pre- and post-HCT fecal samples from MSKCC patients who received allo-HCT for acute myeloid leukemia (AML) analyzed by linear discriminant analysis (LDA) coupled with effect size measurements (LEfSe). pre HCT, day −8 to −1 before allo-HCT; post HCT, day +3 to +25 after allo-HCT. (Right) Pie chart showing mean relative abundances of bacterial genera (analyzed by MetaPhlAn2) found in patient fecal samples pre- and post-HCT; data are aggregated across all patients. non-dom., nondominated; domin., dominated. (B) LEfSe analysis of bacterial metabolic pathway abundances in HCT day +7 fecal samples of 129S1/SV mice transplanted with C57BL/6 BM versus BM+T (2 × 106 T cells) (see Fig. 2A). (C) Pie charts with metabolic pathway abundances determined by

--- Extracted Metadata ---
Keywords: metagenomics, metabolomics, Enterococcus, fecal specimens, HCT, acute myeloid leukemia, bacterial metabolic pathways, linear discriminant analysis, LEfSe, MetaPhlAn2
Methods: metagenomics, metabolomics, linear discriminant analysis, LEfSe analysis
Hypothetical Questions: What are the differences in metabolic pathways in fecal samples before and after HCT?, How do bacterial genera abundances change post-HCT in patients?, What is the impact of T cell transplantation on metabolic pathways in mouse models?",4,gvhd_paper,33,"metagenomics, metabolomics, linear discriminant analysis, LEfSe analysis","What are the differences in metabolic pathways in fecal samples before and after HCT?, How do bacterial genera abundances change post-HCT in patients?, What is the impact of T cell transplantation on metabolic pathways in mouse models?","metagenomics, metabolomics, Enterococcus, fecal specimens, HCT, acute myeloid leukemia, bacterial metabolic pathways, linear discriminant analysis, LEfSe, MetaPhlAn2"
8d1a08641efd8391096fb2ada271933d,"+3 to +25 after allo-HCT. (Right) Pie chart showing mean relative abundances of bacterial genera (analyzed by MetaPhlAn2) found in patient fecal samples pre- and post-HCT; data are aggregated across all patients. non-dom., nondominated; domin., dominated. (B) LEfSe analysis of bacterial metabolic pathway abundances in HCT day +7 fecal samples of 129S1/SV mice transplanted with C57BL/6 BM versus BM+T (2 × 106 T cells) (see Fig. 2A). (C) Pie charts with metabolic pathway abundances determined by whole-genome sequencing of E. faecalis (isolated from feces of a BALB/c GVHD mouse, day +7 after HCT; upper panel) and E. faecium (human isolate; ATCC #700221; lower panel); only pathways with an abundance ≥2% are shown in both panels. (D) (Left) In vitro growth of E. faecalis (mouse GVHD isolate; upper panel) and E. faecium (ATCC #700221; lower panel) in nontreated BHI broth

--- Extracted Metadata ---
Keywords: bacterial genera, fecal samples, allo-HCT, MetaPhlAn2, LEfSe, E. faecalis, E. faecium, metabolic pathways, BHI broth
Methods: MetaPhlAn2, LEfSe analysis, whole-genome sequencing
Hypothetical Questions: What are the differences in bacterial genera abundances in fecal samples pre- and post-HCT?, How do bacterial metabolic pathway abundances change following allo-HCT?, What metabolic pathways are present in E. faecalis and E. faecium isolated from mouse and human sources?, What is the growth rate of E. faecalis and E. faecium in different growth conditions?",4,gvhd_paper,34,"MetaPhlAn2, LEfSe analysis, whole-genome sequencing","What are the differences in bacterial genera abundances in fecal samples pre- and post-HCT?, How do bacterial metabolic pathway abundances change following allo-HCT?, What metabolic pathways are present in E. faecalis and E. faecium isolated from mouse and human sources?, What is the growth rate of E. faecalis and E. faecium in different growth conditions?","bacterial genera, fecal samples, allo-HCT, MetaPhlAn2, LEfSe, E. faecalis, E. faecium, metabolic pathways, BHI broth"
e32a9d147f97a7ce14bf5ce6a2e3d428,"Stein-Thoeringer et al., Science 366, 1143–1149 (2019)

29 November 2019

--- Extracted Metadata ---
Keywords: gene editing, CRISPR, genetic modification, biotechnology
Methods: gene editing
Hypothetical Questions: How could gene editing be applied to improve crop resilience?, What ethical considerations arise from gene editing in humans?, In what ways can gene editing be used to combat genetic disorders?",4,gvhd_paper,35,gene editing,"How could gene editing be applied to improve crop resilience?, What ethical considerations arise from gene editing in humans?, In what ways can gene editing be used to combat genetic disorders?","gene editing, CRISPR, genetic modification, biotechnology"
1b031f9ae2453241fbb4ab8b53cc4a92,"or in BHI broth pretreated with lactase. (Right) E. faecalis or E. faecium incubated in lactase-pretreated BHI were put into regular BHI broth after 8 hours to assess growth dynamics in regular BHI (gray symbols). Data are results of four experiments combined; values represent means ± SEM. (E) (Left) Fecal butyrate concentrations (means ± SEM) from pre- and posttransplant fecal samples from AML patients from MSKCC, who received allo-HCT and were selected based on a highly diverse pre-HCT microbiota and a posttransplant E. faecium domination [by 16S rRNA gene sequencing; 6 (out of 8) patients are presented in (A)]. (Right) Correlation of butyrate concentrations with relative abundances of the genus Enterococcus (n = 139 patients; 8 patients from left panel), and 131 allo-HCT patients from a dataset published by Haak et al. (28); statistical analysis was performed using Kendall’s tau rank correlation coefficient. (F) Stool samples were collected at the time of engraftment (~24 days after

--- Extracted Metadata ---
Keywords: BHI broth, lactase, E. faecalis, E. faecium, butyrate concentration, allo-HCT, microbiota diversity, statistical analysis, Kendall's tau rank correlation
Methods: incubation, fecal analysis, statistical analysis
Hypothetical Questions: How does lactic acid impact the growth dynamics of E. faecalis or E. faecium?, What is the relationship between butyrate concentrations and Enterococcus abundance in post-transplant patients?, How does pre-HCT microbiota diversity affect posttransplant outcomes in patients?",4,gvhd_paper,36,"incubation, fecal analysis, statistical analysis","How does lactic acid impact the growth dynamics of E. faecalis or E. faecium?, What is the relationship between butyrate concentrations and Enterococcus abundance in post-transplant patients?, How does pre-HCT microbiota diversity affect posttransplant outcomes in patients?","BHI broth, lactase, E. faecalis, E. faecium, butyrate concentration, allo-HCT, microbiota diversity, statistical analysis, Kendall's tau rank correlation"
890c1103d3a48fb4031d1c9a50584834,"ta and a posttransplant E. faecium domination [by 16S rRNA gene sequencing; 6 (out of 8) patients are presented in (A)]. (Right) Correlation of butyrate concentrations with relative abundances of the genus Enterococcus (n = 139 patients; 8 patients from left panel), and 131 allo-HCT patients from a dataset published by Haak et al. (28); statistical analysis was performed using Kendall’s tau rank correlation coefficient. (F) Stool samples were collected at the time of engraftment (~24 days after allo-HCT). Data show Kendall’s tau rank correlation of relative abundances of the genera Clostridium and Enterococcus from the dataset of Haak et al. (G) Butyrate concentration (mean ± SEM) in cecal contents of BALB/c mice transplanted with C57BL/6 BM or BM+T (1 × 106 T cells) at day +7 after HCT. Statistical analysis: *P < 0.05 [paired t test (E) or independent t test (F)].

--- Extracted Metadata ---
Keywords: E. faecium, butyrate, allo-HCT, Kendall’s tau, Clostridium, T cells
Methods: 16S rRNA gene sequencing, statistical analysis, correlation analysis, t test
Hypothetical Questions: How does <i>Enterococcus</i> abundance correlate with butyrate concentrations in patients post-allogeneic hematopoietic cell transplantation?, What are the effects of different bone marrow transplant compositions on butyrate concentrations in mice?, How can we utilize Kendall’s tau to analyze microbial relationships in clinical datasets?",4,gvhd_paper,37,"16S rRNA gene sequencing, statistical analysis, correlation analysis, t test","How does <i>Enterococcus</i> abundance correlate with butyrate concentrations in patients post-allogeneic hematopoietic cell transplantation?, What are the effects of different bone marrow transplant compositions on butyrate concentrations in mice?, How can we utilize Kendall’s tau to analyze microbial relationships in clinical datasets?","E. faecium, butyrate, allo-HCT, Kendall’s tau, Clostridium, T cells"
2639f37c51edea047a4301ec0ecf43b1,4 of 7,4,gvhd_paper,38,,,
50f50b50f11a113a6ff09e35b8adc96c,"RES EARCH | R E P O R T

(Fig. 2D and fig. S4B). Serum interferon-g con- centrations were significantly elevated in E. faecalis–colonized mice (fig. S4C), and we observed a significantly increased num- ber of donor T cells, an increase of acti-

vated and proliferating CD4+ T cells (fig. S4D; CD4+CD25+; CD4+Ki67+), and an increased number and percentage of CD4+RORg+ T helper 17 (TH17) cells in colon lamina propria (fig. S4D). Posttransplant administration of E. faecalis

OG1RF to conventionally housed, T cell–replete bone marrow (BM+T)–transplanted BALB/c mice also aggravated GVHD (fig. S5A). These findings indicate that E. faecalis can aggravate GVHD severity.

--- Extracted Metadata ---
Keywords: E. faecalis, GVHD, T cells, TH17 cells, cytokines
Methods: transplantation, GVHD assessment
Hypothetical Questions: How does E. faecalis influence T cell activation post-transplantation?, What is the effect of E. faecalis colonization on cytokine levels in mice?, In what ways does E. faecalis affect TH17 cell populations in the colon post-transplant?",5,gvhd_paper,39,"transplantation, GVHD assessment","How does E. faecalis influence T cell activation post-transplantation?, What is the effect of E. faecalis colonization on cytokine levels in mice?, In what ways does E. faecalis affect TH17 cell populations in the colon post-transplant?","E. faecalis, GVHD, T cells, TH17 cells, cytokines"
0ea4a8d3ff88f36aea040dac5241369e,"Fig. 4. Lactose-free diet reduces experimental GVHD and lactase genotypes associated with microbiota dynamics after allo-HCT in humans. (A) (Left) Schematic showing that BALB/c recipient mice received C57BL/6 BM or BM+T (5 × 105 T cells) and were fed control chow (ctr) versus lactose-free chow (LF) from day −7 to +14 relative to transplant. Comparison of survival between BM and BM+T mice (middle) and relative abundance of the genus Enterococcus in mouse feces (right) are shown. Scatter plot data presented as means ± SEM; *P < 0.05 (independent t test). (B) (Left) Schematic showing HCT of LP/J BM versus BM+T (4 × 106 T cells) into C57BL/6 mice after chemotherapy conditioning. Comparison of survival between BM and BM+T mice (middle) and relative abundance of the genus Enterococcus at different time points relative to HCT (right) are shown. Scatter plot data presented as means ±

Stein-Thoeringer et al., Science 366, 1143–1149 (2019)

29 November 2019

--- Extracted Metadata ---
Keywords: GVHD, lactose-free diet, allo-HCT, microbiota, Enterococcus, survival analysis, lactase genotypes
Methods: allo-HCT, survival comparison, microbiota analysis
Hypothetical Questions: How does a lactose-free diet influence GVHD in experimental models?, What impact does lactase genotype have on microbiota dynamics post-allo-HCT?, Can dietary changes affect the outcome of HCT in patients?",5,gvhd_paper,40,"allo-HCT, survival comparison, microbiota analysis","How does a lactose-free diet influence GVHD in experimental models?, What impact does lactase genotype have on microbiota dynamics post-allo-HCT?, Can dietary changes affect the outcome of HCT in patients?","GVHD, lactose-free diet, allo-HCT, microbiota, Enterococcus, survival analysis, lactase genotypes"
65b721f2240a411b3a68113b544b04c5,"SEM; *P < 0.05 (independent t test). (C) (Left) Relative abundance (log10) of Enterococcus (genus) by days relative to the day of antibiotic cessation (broad- spectrum antibiotics for neutropenic fever: intravenous piperacillin-tazobactam, intravenous imipenem-cilastatin, or intravenous meropenem). Box plot inserts display the median relative abundances of the genus Enterococcus of time binned in the indicated day ranges relative to antibiotic cessation; whiskers represent maximum and minimum. Statistical analysis of box plot data: *P < 0.05 (Wilcoxon rank test). (D) Cumulative incidence of acute GVHD grade 2 to 4 in rs4988235 SNP-genotyped MSKCC patients (T cell–depleted grafts excluded; graft source: BM/PBSC unmodified = 213 patients; cord blood = 102 patients; C/C = 175, T/C+T/T = 140). The cumulative incidence of grade 2 to 4 acute GVHD was compared between genotype groups using the R package cmprsk.

5 of 7

D o w n o a d e d

l

--- Extracted Metadata ---
Keywords: Enterococcus, antibiotics, GVHD, SNP, piperacillin-tazobactam, imipenem-cilastatin, meropenem, cumulative incidence, T cell–depleted grafts, graft source, BM/PBSC, cord blood
Methods: independent t test, Wilcoxon rank test
Hypothetical Questions: How does the relative abundance of Enterococcus change over time after antibiotic cessation?, What is the impact of rs4988235 SNP on the incidence of acute GVHD in MSKCC patients?",5,gvhd_paper,41,"independent t test, Wilcoxon rank test","How does the relative abundance of Enterococcus change over time after antibiotic cessation?, What is the impact of rs4988235 SNP on the incidence of acute GVHD in MSKCC patients?","Enterococcus, antibiotics, GVHD, SNP, piperacillin-tazobactam, imipenem-cilastatin, meropenem, cumulative incidence, T cell–depleted grafts, graft source, BM/PBSC, cord blood"
f0dddcc8cb4764f25261974cbfc99bac,"f r o m h t t p : / / s c e n c e . s c e n c e m a g . o r g / o n N o v e m b e r

i

i

2 8 ,

2 0 1 9",5,gvhd_paper,42,,,
e2af953280bb5f7d85dc8ae2ab4e42a2,RES EARCH | R E P O R T,6,gvhd_paper,43,,,
eb368a4bbcf83c038d4382556bdf4415,"We next considered whether posttransplant defects of mucosal defense mechanisms facil- itate enterococcal expansion. Immunoglobulin A (IgA) coating of intestinal bacteria can be protective in colitis and is important for maintaining mucosal integrity (20). How- ever, we did not observe members of the genus Enterococcus to be enriched in either IgA- negative or IgA-positive fecal fractions, even though total fecal IgA was significantly re- duced in allo-HCT recipients with GVHD (fig. S5, B to D). Reduction of IgA by transplant- ing IgA-deficient bone marrow (BM) from activation-induced cytidine deaminase knock- out mice did not further increase enterococcal expansion (fig. S5E). Intestinal antimicrobial peptides of the Reg3 family can suppress the growth of VRE (21) and are reported to play a major role in GVHD (22). Accordingly, we found that both Reg3B/G transcripts and interleukin-22 protein, which regulates Reg3 expression (23), were reduced in the ileum of GVHD mice (fig. S5F).

--- Extracted Metadata ---
Keywords: mucosal defense mechanisms, IgA, Enterococcus, allo-HCT, GVHD, antimicrobial peptides, Reg3B, interleukin-22
Methods: immunoglobulin A (IgA) analysis, gene expression analysis
Hypothetical Questions: How does IgA affect enterococcal expansion in allo-HCT recipients?, What role do Reg3 antimicrobial peptides play in the context of GVHD?, What is the relationship between IgA levels and mucosal integrity post-transplant?",6,gvhd_paper,44,"immunoglobulin A (IgA) analysis, gene expression analysis","How does IgA affect enterococcal expansion in allo-HCT recipients?, What role do Reg3 antimicrobial peptides play in the context of GVHD?, What is the relationship between IgA levels and mucosal integrity post-transplant?","mucosal defense mechanisms, IgA, Enterococcus, allo-HCT, GVHD, antimicrobial peptides, Reg3B, interleukin-22"
2ac037b1dc33d8c0dd1fd0b093341848,"Next, we analyzed microbiota-intrinsic fac- tors and used shotgun metagenomic sequenc- ing to characterize the metabolic potential of the Enterococcus-dominated fecal microbiota. Pre- and posttransplant fecal samples from MSKCC patients who received allo-HCT for acute myeloid leukemia were selected for sequencing on the basis of having a highly diverse pre-HCT microbiota and posttrans- plant E. faecium domination (by 16S rRNA gene sequencing). We focused on microbial metabolic pathways that specifically charac- terize domination by comparing them with the highly diverse pretransplant microbiota from the same patients. Pathways involved in DNA synthesis and, notably, in lactose and galactose degradation were enriched in the E. faecium–dominated, posttransplant micro- biota. In contrast, amino acid synthesis and starch-degradation pathways were more prev- alent in pretransplant specimens (Fig. 3A). The lactose-and-galactose degradation path- way was also significantly enriched in the

--- Extracted Metadata ---
Keywords: microbiota, Enterococcus, metagenomic sequencing, acute myeloid leukemia, allo-HCT, fecal microbiota, metabolic pathways, DNA synthesis, lactose degradation, galactose degradation, amino acid synthesis, starch degradation
Methods: shotgun metagenomic sequencing
Hypothetical Questions: What metabolic pathways are enriched in Enterococcus-dominated microbiota after transplantation?, How does the microbiota change after allo-HCT in patients with acute myeloid leukemia?, What differences exist in metabolic potential between pre and posttransplant fecal samples?",6,gvhd_paper,45,shotgun metagenomic sequencing,"What metabolic pathways are enriched in Enterococcus-dominated microbiota after transplantation?, How does the microbiota change after allo-HCT in patients with acute myeloid leukemia?, What differences exist in metabolic potential between pre and posttransplant fecal samples?","microbiota, Enterococcus, metagenomic sequencing, acute myeloid leukemia, allo-HCT, fecal microbiota, metabolic pathways, DNA synthesis, lactose degradation, galactose degradation, amino acid synthesis, starch degradation"
f8352052dd48324f7f6be3b3ca2ac96c,"pecifically charac- terize domination by comparing them with the highly diverse pretransplant microbiota from the same patients. Pathways involved in DNA synthesis and, notably, in lactose and galactose degradation were enriched in the E. faecium–dominated, posttransplant micro- biota. In contrast, amino acid synthesis and starch-degradation pathways were more prev- alent in pretransplant specimens (Fig. 3A). The lactose-and-galactose degradation path- way was also significantly enriched in the posttransplant E. faecalis–dominated samples of mice with GVHD (Fig. 3B). Comparison of whole-genome sequencing from isolates of E. faecium (from a human allo-HCT patient) and of E. faecalis (from a mouse with GVHD) revealed that genes encoding lactose and galactose metabolism accounted for ~3% of their genomes (Fig. 3C). In silico analysis of these Enterococcus genomes and publicly available genomes of other members of the gnotobiotic six-strain consortium revealed that enterococci are

--- Extracted Metadata ---
Keywords: E. faecium, E. faecalis, microbiota, DNA synthesis, lactose degradation, galactose degradation, GVHD, whole-genome sequencing, amino acid synthesis, starch degradation
Methods: whole-genome sequencing, in silico analysis
Hypothetical Questions: What are the differences in microbial metabolic pathways between pretransplant and posttransplant microbiota?, How does the microbiota composition relate to metabolic processes involved in the degradation of lactose and galactose after transplantation?",6,gvhd_paper,46,"whole-genome sequencing, in silico analysis","What are the differences in microbial metabolic pathways between pretransplant and posttransplant microbiota?, How does the microbiota composition relate to metabolic processes involved in the degradation of lactose and galactose after transplantation?","E. faecium, E. faecalis, microbiota, DNA synthesis, lactose degradation, galactose degradation, GVHD, whole-genome sequencing, amino acid synthesis, starch degradation"
53b7f354eac99b9564d867ace7f62987,"in the posttransplant E. faecalis–dominated samples of mice with GVHD (Fig. 3B). Comparison of whole-genome sequencing from isolates of E. faecium (from a human allo-HCT patient) and of E. faecalis (from a mouse with GVHD) revealed that genes encoding lactose and galactose metabolism accounted for ~3% of their genomes (Fig. 3C). In silico analysis of these Enterococcus genomes and publicly available genomes of other members of the gnotobiotic six-strain consortium revealed that enterococci are specifically enriched in enzymes of the tagatose-type galactose path- way for galactose-to-glucose degradation (24) (materials and methods and fig. S6, A and B). Enterococcal growth depends on lactose in vitro, as both E. faecalis and E. faecium strains cultured in brain-heart

--- Extracted Metadata ---
Keywords: E. faecalis, E. faecium, GVHD, whole-genome sequencing, lactose metabolism, galactose metabolism, tagatose pathway
Methods: whole-genome sequencing, in silico analysis, metabolic pathway analysis
Hypothetical Questions: What impact does E. faecalis dominance have on GVHD in mice?, How do lactose and galactose metabolism genes influence Enterococcus species?, What are the genomic differences between E. faecium and E. faecalis in relation to sugar metabolism?",6,gvhd_paper,47,"whole-genome sequencing, in silico analysis, metabolic pathway analysis","What impact does E. faecalis dominance have on GVHD in mice?, How do lactose and galactose metabolism genes influence Enterococcus species?, What are the genomic differences between E. faecium and E. faecalis in relation to sugar metabolism?","E. faecalis, E. faecium, GVHD, whole-genome sequencing, lactose metabolism, galactose metabolism, tagatose pathway"
36b6b80efc61a6b08e4718c7bc6b892d,"Stein-Thoeringer et al., Science 366, 1143–1149 (2019)

--- Extracted Metadata ---
Keywords: gene editing, CRISPR, genetics, agriculture, biotechnology
Methods: gene editing, CRISPR
Hypothetical Questions: How might gene editing improve crop yields?, What are the ethical implications of CRISPR technology?",6,gvhd_paper,48,"gene editing, CRISPR","How might gene editing improve crop yields?, What are the ethical implications of CRISPR technology?","gene editing, CRISPR, genetics, agriculture, biotechnology"
