,element_id,text,page_number,filename,chunk_id,method,hypothetical_questions,keywords
21,b8bfee93a8712191461e464538118235,"point represents a fecal sample, and color indicates the different Enterococcus spp.; the red dotted line indicates the threshold for domination set at a relative abundance ≥0.3. (C) Overall survival (left) and cumulative incidence of GVHD- related mortality (right) in the T cell replete graft recipients in the MSKCC patient cohort (see table S3), stratified into nondominated and Enterococcus- dominated groups (domination is defined as the relative genus abundance ≥0.3 in at least one sample between day 0 and +21). n, number of individuals. (D) Overall survival (left) and cumulative incidence of GVHD-related mortality (right) in Enterococcus-dominated (at genus level) versus nondominated allo-HCT patients in the combined multicenter-validation cohort (table S3). Clinical outcomes in (C) and (D) were analyzed using the R packages survival and cmprsk. Wald values of P <0.05 signify higher risks (HR, hazard ratios) of mortality among patients with Enterococcus domination as compared with

--- Extracted Metadata ---
Keywords: Enterococcus, GVHD, allo-HCT, overall survival, cumulative incidence, hazard ratios
Methods: survival analysis, cumulative incidence analysis
Hypothetical Questions: What is the impact of Enterococcus dominance on overall survival rates?, How does relative abundance of Enterococcus spp. affect GVHD-related mortality?, What statistical methods can be employed to analyze clinical outcomes in allo-HCT patients?",2,gvhd_paper.pdf,22,"survival analysis, cumulative incidence analysis","What is the impact of Enterococcus dominance on overall survival rates?, How does relative abundance of Enterococcus spp. affect GVHD-related mortality?, What statistical methods can be employed to analyze clinical outcomes in allo-HCT patients?","Enterococcus, GVHD, allo-HCT, overall survival, cumulative incidence, hazard ratios"
22,eac16ca895fe358980971db6fee8e728,"ween day 0 and +21). n, number of individuals. (D) Overall survival (left) and cumulative incidence of GVHD-related mortality (right) in Enterococcus-dominated (at genus level) versus nondominated allo-HCT patients in the combined multicenter-validation cohort (table S3). Clinical outcomes in (C) and (D) were analyzed using the R packages survival and cmprsk. Wald values of P <0.05 signify higher risks (HR, hazard ratios) of mortality among patients with Enterococcus domination as compared with those without domination.

--- Extracted Metadata ---
Keywords: Enterococcus, allo-HCT, GVHD, survival analysis, cumulative incidence, hazard ratios
Methods: allo-HCT, survival analysis
Hypothetical Questions: What is the impact of Enterococcus domination on overall survival rates in allo-HCT patients?, How does Enterococcus dominance affect the risk of GVHD-related mortality?",2,gvhd_paper.pdf,23,"allo-HCT, survival analysis","What is the impact of Enterococcus domination on overall survival rates in allo-HCT patients?, How does Enterococcus dominance affect the risk of GVHD-related mortality?","Enterococcus, allo-HCT, GVHD, survival analysis, cumulative incidence, hazard ratios"
23,afdc14583717e3073a4b0e2298911437,"Stein-Thoeringer et al., Science 366, 1143–1149 (2019)

29 November 2019

2 of 7

D o w n o a d e d

l

f r o m h t t p : / / s c e n c e . s c e n c e m a g . o r g / o n N o v e m b e r

i

i

2 8 ,

2 0 1 9

--- Extracted Metadata ---
Keywords: Stein-Thoeringer, Science",2,gvhd_paper.pdf,24,,,"Stein-Thoeringer, Science"
24,ac8cf93fa82afdabb045efd481667a9b,RES EARCH | R E P O R T,3,gvhd_paper.pdf,25,,,
25,e50f477a15b8af8436956d1913971354,"Fig. 2. Enterococcus dominates mouse gut microbiota after HCT and can exacerbate GVHD. (A) (Left) High-density sampling and 16S rRNA gene sequencing of fecal microbiota from 129S1/Sv mice (1 box = 1 mouse) receiving bone marrow (BM; upper row) or T cell–replete bone marrow [BM+T (2 × 106 T cells); lower row]. (Right) BM+T transplanted mice develop lethal GVHD as shown by survival analysis. rel., relative. (B) (Left) Relative abundance of the genus Enterococcus in BALB/c host mice transplanted with C57BL/6 BM or BM+T (1 × 106 T cells) at different time points relative to HCT. (Middle) Colony-forming units (CFUs) of enterococci in fecal samples and in mesenteric lymph nodes (mLN). Scatter plot data show means ± SEM. (Right) Survival of BALB/c recipient mice after HCT [BM versus BM+T (1 × 106 T cells)]. (C) (Left) Schematic showing HCT of LP/J BM versus BM+T (4 × 106 T cells) into C57BL/6 mice after chemotherapy conditioning. (Middle) Relative abundance of the genus Enterococcus in the

--- Extracted Metadata ---
Keywords: Enterococcus, gut microbiota, GVHD, bone marrow transplant, 16S rRNA gene sequencing
Methods: 16S rRNA gene sequencing, Bone marrow transplant (HCT), Transplantation with T cells
Hypothetical Questions: What are the effects of Enterococcus dominance on gut microbiota after HCT?, How does Enterococcus influence the development of GVHD in transplanted mice?, What is the correlation between Enterococcus abundance and survival rates in recipient mice post-transplant?",3,gvhd_paper.pdf,26,"16S rRNA gene sequencing, Bone marrow transplant (HCT), Transplantation with T cells","What are the effects of Enterococcus dominance on gut microbiota after HCT?, How does Enterococcus influence the development of GVHD in transplanted mice?, What is the correlation between Enterococcus abundance and survival rates in recipient mice post-transplant?","Enterococcus, gut microbiota, GVHD, bone marrow transplant, 16S rRNA gene sequencing"
26,6f4402b088b4fd2134cf7db9ef3ae992,"with C57BL/6 BM or BM+T (1 × 106 T cells) at different time points relative to HCT. (Middle) Colony-forming units (CFUs) of enterococci in fecal samples and in mesenteric lymph nodes (mLN). Scatter plot data show means ± SEM. (Right) Survival of BALB/c recipient mice after HCT [BM versus BM+T (1 × 106 T cells)]. (C) (Left) Schematic showing HCT of LP/J BM versus BM+T (4 × 106 T cells) into C57BL/6 mice after chemotherapy conditioning. (Middle) Relative abundance of the genus Enterococcus in the feces of

--- Extracted Metadata ---
Keywords: C57BL/6, BALB/c, HCT, T cells, enterococci, colony-forming units, mesenteric lymph nodes, fecal samples, chemotherapy conditioning
Methods: HCT
Hypothetical Questions: What is the effect of HCT on CFU counts of enterococci?, How does the presence of T cells influence mouse survival after HCT?",3,gvhd_paper.pdf,27,HCT,"What is the effect of HCT on CFU counts of enterococci?, How does the presence of T cells influence mouse survival after HCT?","C57BL/6, BALB/c, HCT, T cells, enterococci, colony-forming units, mesenteric lymph nodes, fecal samples, chemotherapy conditioning"
27,7edf1b7fb4304d67b050c242d3ca87b9,"Stein-Thoeringer et al., Science 366, 1143–1149 (2019)

29 November 2019

--- Extracted Metadata ---
Keywords: CRISPR, gene editing, genetics, agriculture, biotechnology
Methods: gene editing, CRISPR
Hypothetical Questions: How does CRISPR technology improve gene editing accuracy?, What are the implications of gene editing for agriculture?",3,gvhd_paper.pdf,28,"gene editing, CRISPR","How does CRISPR technology improve gene editing accuracy?, What are the implications of gene editing for agriculture?","CRISPR, gene editing, genetics, agriculture, biotechnology"
28,3d9980ac508aa27c2304a9c90793f413,"transplanted mice at different time points relative to HCT. (Right) Comparison of overall survival between BM and BM+T mice. bu/cy-cond., busulfan/ cyclophosphamide conditioning. (D) (Left) Schematic showing colonization of germ-free C57BL/6 mice with a 6-strain minimal microbiota with (+EF) or without (-EF) E. faecalis OG1RF (2 × 107 CFUs per mouse); after 14 days, colonized mice received chemotherapy conditioning with busulfan and cyclophosphamide and, subsequently, an HCT of LP/J BM versus BM+T (4 × 106 T cells). (Middle) Comparison of overall survival. (Right) Relative abundances of E. faecalis spiked to the minimal microbiota in the EF+ group with samples collected at the day of HCT (day 0) and 7 days later (n = 4 to 11 mice per group; P = 0.09, paired testing of relative abundances of enterococci of day 0 versus BM+T day +7). Scatter plot data are presented as means ± SEM **P < 0.01, ***P < 0.001 (independent t test for BM versus BM+T); survival data were statistically analyzed

--- Extracted Metadata ---
Keywords: transplanted mice, HCT, microbiota, E. faecalis, overall survival, busulfan, cyclophosphamide, T cells, relative abundance
Methods: HCT, chemotherapy conditioning, colonization, survival analysis
Hypothetical Questions: What is the impact of different microbiota on overall survival in transplanted mice?, How does the presence of E. faecalis influence the survival rates in mice post-HCT?, What are the differences in outcomes between BM and BM+T mice?",3,gvhd_paper.pdf,29,"HCT, chemotherapy conditioning, colonization, survival analysis","What is the impact of different microbiota on overall survival in transplanted mice?, How does the presence of E. faecalis influence the survival rates in mice post-HCT?, What are the differences in outcomes between BM and BM+T mice?","transplanted mice, HCT, microbiota, E. faecalis, overall survival, busulfan, cyclophosphamide, T cells, relative abundance"
29,5ce49cffa9006a7930b830aedb35b736,"M+T (4 × 106 T cells). (Middle) Comparison of overall survival. (Right) Relative abundances of E. faecalis spiked to the minimal microbiota in the EF+ group with samples collected at the day of HCT (day 0) and 7 days later (n = 4 to 11 mice per group; P = 0.09, paired testing of relative abundances of enterococci of day 0 versus BM+T day +7). Scatter plot data are presented as means ± SEM **P < 0.01, ***P < 0.001 (independent t test for BM versus BM+T); survival data were statistically analyzed using Mantel-Cox log-rank test.

--- Extracted Metadata ---
Keywords: overall survival, E. faecalis, microbiota, HCT, enterococci, survival data, statistical analysis
Methods: survival analysis, independent t test, Mantel-Cox log-rank test
Hypothetical Questions: How does the treatment affect the overall survival of mice?, What is the effect of E. faecalis on microbiota composition after HCT?, Is there a significant difference in the relative abundances of enterococci from day 0 to day 7 after BM+T?",3,gvhd_paper.pdf,30,"survival analysis, independent t test, Mantel-Cox log-rank test","How does the treatment affect the overall survival of mice?, What is the effect of E. faecalis on microbiota composition after HCT?, Is there a significant difference in the relative abundances of enterococci from day 0 to day 7 after BM+T?","overall survival, E. faecalis, microbiota, HCT, enterococci, survival data, statistical analysis"
30,21fd67ad4a192acda6622cc6486b05e9,"3 of 7

D o w n o a d e d

l

f r o m h t t p : / / s c e n c e . s c e n c e m a g . o r g / o n N o v e m b e r

i

i

2 8 ,

2 0 1 9",3,gvhd_paper.pdf,31,,,
31,a310af9d393d8f6fdcb3f7b063ba1bc1,"RES EARCH | R E P O R T

A

B

C

D

E

F

G

D o w n o a d e d

l

f r o m h t t p : / / s c e n c e . s c e n c e m a g . o r g / o n N o v e m b e r

i

i

2 8 ,

2 0 1 9",4,gvhd_paper.pdf,32,,,
32,4598d41f94c72b881bfafcad5c5d84a2,"Fig. 3. Metagenomic and metabolomic analyses of Enterococcus-dominated fecal specimens in human HCT patients and mice. (A) (Left) Differential abundances of shotgun-sequenced and HUMAnN2-annotated bacterial metabolic pathways between paired pre- and post-HCT fecal samples from MSKCC patients who received allo-HCT for acute myeloid leukemia (AML) analyzed by linear discriminant analysis (LDA) coupled with effect size measurements (LEfSe). pre HCT, day −8 to −1 before allo-HCT; post HCT, day +3 to +25 after allo-HCT. (Right) Pie chart showing mean relative abundances of bacterial genera (analyzed by MetaPhlAn2) found in patient fecal samples pre- and post-HCT; data are aggregated across all patients. non-dom., nondominated; domin., dominated. (B) LEfSe analysis of bacterial metabolic pathway abundances in HCT day +7 fecal samples of 129S1/SV mice transplanted with C57BL/6 BM versus BM+T (2 × 106 T cells) (see Fig. 2A). (C) Pie charts with metabolic pathway abundances determined by

--- Extracted Metadata ---
Keywords: Enterococcus, fecal specimens, HCT, acute myeloid leukemia, metabolic pathways, bacterial genera, metagenomics, metabolomics
Methods: metagenomic analysis, metabolomic analysis, linear discriminant analysis, LEfSe analysis
Hypothetical Questions: What are the effects of allo-HCT on bacterial metabolic pathways?, How do bacterial genera abundances differ pre- and post-HCT in human patients?, What is the impact of transplanting different bone marrow types on metabolic pathways in mice?",4,gvhd_paper.pdf,33,"metagenomic analysis, metabolomic analysis, linear discriminant analysis, LEfSe analysis","What are the effects of allo-HCT on bacterial metabolic pathways?, How do bacterial genera abundances differ pre- and post-HCT in human patients?, What is the impact of transplanting different bone marrow types on metabolic pathways in mice?","Enterococcus, fecal specimens, HCT, acute myeloid leukemia, metabolic pathways, bacterial genera, metagenomics, metabolomics"
33,eed569a65dd02372febeb2df0d4b9ea6,"+3 to +25 after allo-HCT. (Right) Pie chart showing mean relative abundances of bacterial genera (analyzed by MetaPhlAn2) found in patient fecal samples pre- and post-HCT; data are aggregated across all patients. non-dom., nondominated; domin., dominated. (B) LEfSe analysis of bacterial metabolic pathway abundances in HCT day +7 fecal samples of 129S1/SV mice transplanted with C57BL/6 BM versus BM+T (2 × 106 T cells) (see Fig. 2A). (C) Pie charts with metabolic pathway abundances determined by whole-genome sequencing of E. faecalis (isolated from feces of a BALB/c GVHD mouse, day +7 after HCT; upper panel) and E. faecium (human isolate; ATCC #700221; lower panel); only pathways with an abundance ≥2% are shown in both panels. (D) (Left) In vitro growth of E. faecalis (mouse GVHD isolate; upper panel) and E. faecium (ATCC #700221; lower panel) in nontreated BHI broth

--- Extracted Metadata ---
Keywords: allo-HCT, bacterial genera, fecal samples, LEfSe analysis, metabolic pathways, E. faecalis, E. faecium, BHI broth, GVHD
Methods: allo-HCT, LEfSe analysis, whole-genome sequencing, in vitro growth
Hypothetical Questions: What are the relative abundances of bacterial genera in fecal samples before and after HCT?, How do metabolic pathway abundances differ in HCT day +7 fecal samples between different mouse bone marrow transplants?, What metabolic pathways are prevalent in E. faecalis and E. faecium isolated from mouse and human samples?, How does the growth of E. faecalis and E. faecium differ in nontreated BHI broth?",4,gvhd_paper.pdf,34,"allo-HCT, LEfSe analysis, whole-genome sequencing, in vitro growth","What are the relative abundances of bacterial genera in fecal samples before and after HCT?, How do metabolic pathway abundances differ in HCT day +7 fecal samples between different mouse bone marrow transplants?, What metabolic pathways are prevalent in E. faecalis and E. faecium isolated from mouse and human samples?, How does the growth of E. faecalis and E. faecium differ in nontreated BHI broth?","allo-HCT, bacterial genera, fecal samples, LEfSe analysis, metabolic pathways, E. faecalis, E. faecium, BHI broth, GVHD"
34,d98dfb347d7b7551921c9d256bf8812c,"Stein-Thoeringer et al., Science 366, 1143–1149 (2019)

29 November 2019

--- Extracted Metadata ---
Keywords: gene editing, CRISPR, agriculture, biodiversity
Methods: gene editing
Hypothetical Questions: What are the applications of gene editing in agriculture?, How does gene editing impact biodiversity?",4,gvhd_paper.pdf,35,gene editing,"What are the applications of gene editing in agriculture?, How does gene editing impact biodiversity?","gene editing, CRISPR, agriculture, biodiversity"
35,6df034b96831f888ec178c62601e21aa,"or in BHI broth pretreated with lactase. (Right) E. faecalis or E. faecium incubated in lactase-pretreated BHI were put into regular BHI broth after 8 hours to assess growth dynamics in regular BHI (gray symbols). Data are results of four experiments combined; values represent means ± SEM. (E) (Left) Fecal butyrate concentrations (means ± SEM) from pre- and posttransplant fecal samples from AML patients from MSKCC, who received allo-HCT and were selected based on a highly diverse pre-HCT microbiota and a posttransplant E. faecium domination [by 16S rRNA gene sequencing; 6 (out of 8) patients are presented in (A)]. (Right) Correlation of butyrate concentrations with relative abundances of the genus Enterococcus (n = 139 patients; 8 patients from left panel), and 131 allo-HCT patients from a dataset published by Haak et al. (28); statistical analysis was performed using Kendall’s tau rank correlation coefficient. (F) Stool samples were collected at the time of engraftment (~24 days after

--- Extracted Metadata ---
Keywords: E. faecalis, E. faecium, lactase, BHI broth, butyrate, allo-HCT, microbiota, Kendall’s tau rank correlation
Methods: lactase pretreatment, microbiota analysis, butyrate concentration measurement
Hypothetical Questions: How does lactase pretreatment affect the growth of E. faecalis or E. faecium in BHI broth?, What are the effects of E. faecium domination on butyrate concentrations in AML patients after allo-HCT?, What is the correlation between butyrate concentrations and Enterococcus abundance in patients?",4,gvhd_paper.pdf,36,"lactase pretreatment, microbiota analysis, butyrate concentration measurement","How does lactase pretreatment affect the growth of E. faecalis or E. faecium in BHI broth?, What are the effects of E. faecium domination on butyrate concentrations in AML patients after allo-HCT?, What is the correlation between butyrate concentrations and Enterococcus abundance in patients?","E. faecalis, E. faecium, lactase, BHI broth, butyrate, allo-HCT, microbiota, Kendall’s tau rank correlation"
36,4422e55259336b6bafaa88ae2b08a652,"ta and a posttransplant E. faecium domination [by 16S rRNA gene sequencing; 6 (out of 8) patients are presented in (A)]. (Right) Correlation of butyrate concentrations with relative abundances of the genus Enterococcus (n = 139 patients; 8 patients from left panel), and 131 allo-HCT patients from a dataset published by Haak et al. (28); statistical analysis was performed using Kendall’s tau rank correlation coefficient. (F) Stool samples were collected at the time of engraftment (~24 days after allo-HCT). Data show Kendall’s tau rank correlation of relative abundances of the genera Clostridium and Enterococcus from the dataset of Haak et al. (G) Butyrate concentration (mean ± SEM) in cecal contents of BALB/c mice transplanted with C57BL/6 BM or BM+T (1 × 106 T cells) at day +7 after HCT. Statistical analysis: *P < 0.05 [paired t test (E) or independent t test (F)].

--- Extracted Metadata ---
Keywords: Enterococcus, butyrate, allo-HCT, 16S rRNA sequencing, Clostridium, BM transplantation, Kendall’s tau rank correlation, statistical analysis
Methods: 16S rRNA gene sequencing, statistical analysis, Kendall’s tau rank correlation coefficient, paired t test, independent t test
Hypothetical Questions: How does the presence of Enterococcus relate to butyrate concentrations in posttransplant patients?, What statistical methods were used to analyze the correlation of bacterial genera in the study?, What is the effect of different BM transplantation conditions on butyrate concentrations in mice?",4,gvhd_paper.pdf,37,"16S rRNA gene sequencing, statistical analysis, Kendall’s tau rank correlation coefficient, paired t test, independent t test","How does the presence of Enterococcus relate to butyrate concentrations in posttransplant patients?, What statistical methods were used to analyze the correlation of bacterial genera in the study?, What is the effect of different BM transplantation conditions on butyrate concentrations in mice?","Enterococcus, butyrate, allo-HCT, 16S rRNA sequencing, Clostridium, BM transplantation, Kendall’s tau rank correlation, statistical analysis"
37,724d7bca7548085abe625e3c1e5c61e8,4 of 7,4,gvhd_paper.pdf,38,,,
38,31adb3a624fe33e20320d3edbe3bf9fd,"RES EARCH | R E P O R T

(Fig. 2D and fig. S4B). Serum interferon-g con- centrations were significantly elevated in E. faecalis–colonized mice (fig. S4C), and we observed a significantly increased num- ber of donor T cells, an increase of acti-

vated and proliferating CD4+ T cells (fig. S4D; CD4+CD25+; CD4+Ki67+), and an increased number and percentage of CD4+RORg+ T helper 17 (TH17) cells in colon lamina propria (fig. S4D). Posttransplant administration of E. faecalis

OG1RF to conventionally housed, T cell–replete bone marrow (BM+T)–transplanted BALB/c mice also aggravated GVHD (fig. S5A). These findings indicate that E. faecalis can aggravate GVHD severity.

--- Extracted Metadata ---
Keywords: E. faecalis, GVHD, T cells, serum interferon-g, CD4+ T cells, TH17 cells
Methods: GVHD severity assessment, T cell analysis, serum interferon-g measurement
Hypothetical Questions: How does E. faecalis affect GVHD severity?, What is the role of CD4+ T cells in the presence of E. faecalis?, What changes occur in serum interferon-g levels in E. faecalis–colonized mice?",5,gvhd_paper.pdf,39,"GVHD severity assessment, T cell analysis, serum interferon-g measurement","How does E. faecalis affect GVHD severity?, What is the role of CD4+ T cells in the presence of E. faecalis?, What changes occur in serum interferon-g levels in E. faecalis–colonized mice?","E. faecalis, GVHD, T cells, serum interferon-g, CD4+ T cells, TH17 cells"
39,adb546eb9f289c23d648fe7f48a5c418,"Fig. 4. Lactose-free diet reduces experimental GVHD and lactase genotypes associated with microbiota dynamics after allo-HCT in humans. (A) (Left) Schematic showing that BALB/c recipient mice received C57BL/6 BM or BM+T (5 × 105 T cells) and were fed control chow (ctr) versus lactose-free chow (LF) from day −7 to +14 relative to transplant. Comparison of survival between BM and BM+T mice (middle) and relative abundance of the genus Enterococcus in mouse feces (right) are shown. Scatter plot data presented as means ± SEM; *P < 0.05 (independent t test). (B) (Left) Schematic showing HCT of LP/J BM versus BM+T (4 × 106 T cells) into C57BL/6 mice after chemotherapy conditioning. Comparison of survival between BM and BM+T mice (middle) and relative abundance of the genus Enterococcus at different time points relative to HCT (right) are shown. Scatter plot data presented as means ±

Stein-Thoeringer et al., Science 366, 1143–1149 (2019)

29 November 2019

--- Extracted Metadata ---
Keywords: GVHD, lactose-free diet, allo-HCT, lactase genotypes, microbiota dynamics, Enterococcus, survival rates
Methods: dietary intervention, allo-HCT
Hypothetical Questions: How does a lactose-free diet impact survival rates in transplant mice?, What is the role of lactase genotypes in microbiota dynamics post-transplant?, How does the presence of T cells affect enterococcus abundance after HCT?",5,gvhd_paper.pdf,40,"dietary intervention, allo-HCT","How does a lactose-free diet impact survival rates in transplant mice?, What is the role of lactase genotypes in microbiota dynamics post-transplant?, How does the presence of T cells affect enterococcus abundance after HCT?","GVHD, lactose-free diet, allo-HCT, lactase genotypes, microbiota dynamics, Enterococcus, survival rates"
40,e25765e8d7c1457562751a039b6f8d31,"SEM; *P < 0.05 (independent t test). (C) (Left) Relative abundance (log10) of Enterococcus (genus) by days relative to the day of antibiotic cessation (broad- spectrum antibiotics for neutropenic fever: intravenous piperacillin-tazobactam, intravenous imipenem-cilastatin, or intravenous meropenem). Box plot inserts display the median relative abundances of the genus Enterococcus of time binned in the indicated day ranges relative to antibiotic cessation; whiskers represent maximum and minimum. Statistical analysis of box plot data: *P < 0.05 (Wilcoxon rank test). (D) Cumulative incidence of acute GVHD grade 2 to 4 in rs4988235 SNP-genotyped MSKCC patients (T cell–depleted grafts excluded; graft source: BM/PBSC unmodified = 213 patients; cord blood = 102 patients; C/C = 175, T/C+T/T = 140). The cumulative incidence of grade 2 to 4 acute GVHD was compared between genotype groups using the R package cmprsk.

5 of 7

D o w n o a d e d

l

--- Extracted Metadata ---
Keywords: Enterococcus, acute GVHD, SNP, piperacillin-tazobactam, imipenem-cilastatin, meropenem, neutropenic fever
Methods: independent t test, Wilcoxon rank test
Hypothetical Questions: What is the statistical significance of the difference in relative abundance of Enterococcus relative to antibiotic cessation?, How does the cumulative incidence of acute GVHD vary based on different SNP genotypes in MSKCC patients?",5,gvhd_paper.pdf,41,"independent t test, Wilcoxon rank test","What is the statistical significance of the difference in relative abundance of Enterococcus relative to antibiotic cessation?, How does the cumulative incidence of acute GVHD vary based on different SNP genotypes in MSKCC patients?","Enterococcus, acute GVHD, SNP, piperacillin-tazobactam, imipenem-cilastatin, meropenem, neutropenic fever"
41,6f81ebd3eff1fb7cf262ede5a573ddc9,"f r o m h t t p : / / s c e n c e . s c e n c e m a g . o r g / o n N o v e m b e r

i

i

2 8 ,

2 0 1 9

--- Extracted Metadata ---
Keywords: November 2019, Science Magazine",5,gvhd_paper.pdf,42,,,"November 2019, Science Magazine"
42,9e533649f64cf364e006aa4f587da6ac,RES EARCH | R E P O R T,6,gvhd_paper.pdf,43,,,
43,9a70b08e098dc29a35801130ceb3668e,"We next considered whether posttransplant defects of mucosal defense mechanisms facil- itate enterococcal expansion. Immunoglobulin A (IgA) coating of intestinal bacteria can be protective in colitis and is important for maintaining mucosal integrity (20). How- ever, we did not observe members of the genus Enterococcus to be enriched in either IgA- negative or IgA-positive fecal fractions, even though total fecal IgA was significantly re- duced in allo-HCT recipients with GVHD (fig. S5, B to D). Reduction of IgA by transplant- ing IgA-deficient bone marrow (BM) from activation-induced cytidine deaminase knock- out mice did not further increase enterococcal expansion (fig. S5E). Intestinal antimicrobial peptides of the Reg3 family can suppress the growth of VRE (21) and are reported to play a major role in GVHD (22). Accordingly, we found that both Reg3B/G transcripts and interleukin-22 protein, which regulates Reg3 expression (23), were reduced in the ileum of GVHD mice (fig. S5F).

--- Extracted Metadata ---
Keywords: Immunoglobulin A, Enterococcus, GVHD, intestinal antimicrobial peptides, Reg3 family
Methods: IgA coating, transplantation, GVHD, antimicrobial peptides
Hypothetical Questions: Does IgA deficiency correlate with increased enterococcal expansion after transplantation?, What is the role of Reg3 family antimicrobial peptides in GVHD?, How does GVHD affect mucosal integrity in intestinal defense mechanisms?",6,gvhd_paper.pdf,44,"IgA coating, transplantation, GVHD, antimicrobial peptides","Does IgA deficiency correlate with increased enterococcal expansion after transplantation?, What is the role of Reg3 family antimicrobial peptides in GVHD?, How does GVHD affect mucosal integrity in intestinal defense mechanisms?","Immunoglobulin A, Enterococcus, GVHD, intestinal antimicrobial peptides, Reg3 family"
44,09e627c1900efbf183f89303d3bd1d27,"Next, we analyzed microbiota-intrinsic fac- tors and used shotgun metagenomic sequenc- ing to characterize the metabolic potential of the Enterococcus-dominated fecal microbiota. Pre- and posttransplant fecal samples from MSKCC patients who received allo-HCT for acute myeloid leukemia were selected for sequencing on the basis of having a highly diverse pre-HCT microbiota and posttrans- plant E. faecium domination (by 16S rRNA gene sequencing). We focused on microbial metabolic pathways that specifically charac- terize domination by comparing them with the highly diverse pretransplant microbiota from the same patients. Pathways involved in DNA synthesis and, notably, in lactose and galactose degradation were enriched in the E. faecium–dominated, posttransplant micro- biota. In contrast, amino acid synthesis and starch-degradation pathways were more prev- alent in pretransplant specimens (Fig. 3A). The lactose-and-galactose degradation path- way was also significantly enriched in the

--- Extracted Metadata ---
Keywords: microbiota, metabolic potential, Enterococcus, allo-HCT, acute myeloid leukemia, DNA synthesis, lactose degradation, galactose degradation, amino acid synthesis, starch degradation
Methods: shotgun metagenomic sequencing
Hypothetical Questions: What are the metabolic pathways involved in Enterococcus dominance post-transplant?, How does the microbiota change after allo-HCT for acute myeloid leukemia?",6,gvhd_paper.pdf,45,shotgun metagenomic sequencing,"What are the metabolic pathways involved in Enterococcus dominance post-transplant?, How does the microbiota change after allo-HCT for acute myeloid leukemia?","microbiota, metabolic potential, Enterococcus, allo-HCT, acute myeloid leukemia, DNA synthesis, lactose degradation, galactose degradation, amino acid synthesis, starch degradation"
45,6dcb518c9863dcea6dc2952d83ea34f1,"pecifically charac- terize domination by comparing them with the highly diverse pretransplant microbiota from the same patients. Pathways involved in DNA synthesis and, notably, in lactose and galactose degradation were enriched in the E. faecium–dominated, posttransplant micro- biota. In contrast, amino acid synthesis and starch-degradation pathways were more prev- alent in pretransplant specimens (Fig. 3A). The lactose-and-galactose degradation path- way was also significantly enriched in the posttransplant E. faecalis–dominated samples of mice with GVHD (Fig. 3B). Comparison of whole-genome sequencing from isolates of E. faecium (from a human allo-HCT patient) and of E. faecalis (from a mouse with GVHD) revealed that genes encoding lactose and galactose metabolism accounted for ~3% of their genomes (Fig. 3C). In silico analysis of these Enterococcus genomes and publicly available genomes of other members of the gnotobiotic six-strain consortium revealed that enterococci are

--- Extracted Metadata ---
Keywords: Enterococcus, microbiota, DNA synthesis, lactose degradation, galactose degradation, amino acid synthesis, starch degradation, whole-genome sequencing
Methods: whole-genome sequencing
Hypothetical Questions: What are the differences in metabolic pathways between pretransplant and posttransplant microbiota?, How do the metabolic pathways of E. faecium and E. faecalis compare in the context of lactose and galactose degradation?, What is the genomic significance of lactose and galactose metabolism in Enterococcus species?",6,gvhd_paper.pdf,46,whole-genome sequencing,"What are the differences in metabolic pathways between pretransplant and posttransplant microbiota?, How do the metabolic pathways of E. faecium and E. faecalis compare in the context of lactose and galactose degradation?, What is the genomic significance of lactose and galactose metabolism in Enterococcus species?","Enterococcus, microbiota, DNA synthesis, lactose degradation, galactose degradation, amino acid synthesis, starch degradation, whole-genome sequencing"
46,b739f9580d3ffaff781fe3cf10f0b0b2,"in the posttransplant E. faecalis–dominated samples of mice with GVHD (Fig. 3B). Comparison of whole-genome sequencing from isolates of E. faecium (from a human allo-HCT patient) and of E. faecalis (from a mouse with GVHD) revealed that genes encoding lactose and galactose metabolism accounted for ~3% of their genomes (Fig. 3C). In silico analysis of these Enterococcus genomes and publicly available genomes of other members of the gnotobiotic six-strain consortium revealed that enterococci are specifically enriched in enzymes of the tagatose-type galactose path- way for galactose-to-glucose degradation (24) (materials and methods and fig. S6, A and B). Enterococcal growth depends on lactose in vitro, as both E. faecalis and E. faecium strains cultured in brain-heart

--- Extracted Metadata ---
Keywords: Enterococcus faecalis, Enterococcus faecium, galactose metabolism, lactose metabolism, GVHD, whole-genome sequencing, gnotobiotic consortia
Methods: whole-genome sequencing, in silico analysis
Hypothetical Questions: What metabolic pathways are enriched in Enterococcus species?, How does Enterococcus metabolism affect host health in GVHD?, What is the impact of lactose on Enterococcus growth in vitro?",6,gvhd_paper.pdf,47,"whole-genome sequencing, in silico analysis","What metabolic pathways are enriched in Enterococcus species?, How does Enterococcus metabolism affect host health in GVHD?, What is the impact of lactose on Enterococcus growth in vitro?","Enterococcus faecalis, Enterococcus faecium, galactose metabolism, lactose metabolism, GVHD, whole-genome sequencing, gnotobiotic consortia"
